Season,Week,Celebrity,Rank_Rule_Rank,Percent_Rule_Rank,New_Rank,Is_Non_Elimination,Raw_Share,Dynamic_K
2,3,Giselle Fernandez,8,8,7,False,0.0169308414503358,100.0
2,3,Jerry Rice,3,1,3,False,0.2829044842565759,100.0
2,3,Master P,7,7,8,False,0.1062178757631179,100.0
2,4,Drew Lachey,1,2,1,False,0.2264694810221061,100.0
2,4,Lisa Rinna,4,4,4,False,0.1015777881243858,100.0
2,4,Stacy Keibler,2,3,3,False,0.1615246580342681,100.0
2,4,Tia Carrere,6,6,5,False,0.0509596087295595,100.0
2,4,Jerry Rice,3,1,2,False,0.2939749553363053,100.0
2,4,George Hamilton,5,5,6,False,0.1100152418669307,100.0
2,4,Master P,7,7,7,False,0.0554782668864436,100.0
2,5,Stacy Keibler,1,3,3,False,0.177992322025425,100.0
2,5,Drew Lachey,2,2,1,False,0.2437158460983911,100.0
2,5,Lisa Rinna,4,4,4,False,0.1081614796725783,100.0
2,5,George Hamilton,5,5,5,False,0.1068969199014585,100.0
2,5,Jerry Rice,3,1,2,False,0.3158841358444588,100.0
2,5,Tia Carrere,6,6,6,False,0.0473492964576846,100.0
2,6,Drew Lachey,1,2,1,False,0.2590512752521245,100.0
2,6,Stacy Keibler,2,3,3,False,0.1911085891477402,100.0
2,6,Lisa Rinna,4,4,4,False,0.1201263576997657,100.0
2,6,George Hamilton,5,5,5,False,0.1020813174951794,100.0
2,6,Jerry Rice,3,1,2,False,0.3276324604051907,100.0
2,7,Drew Lachey,1,2,1,False,0.2924681343757796,100.0
2,7,Stacy Keibler,2,3,3,False,0.2109387226818755,100.0
2,7,Lisa Rinna,4,4,4,False,0.1318934490558099,100.0
2,7,Jerry Rice,3,1,2,False,0.364699693886538,100.0
2,8,Drew Lachey,1,2,2,True,0.3259085277045632,100.0
2,8,Stacy Keibler,3,3,3,True,0.2208230768317752,100.0
2,8,Jerry Rice,2,1,1,True,0.4532683954636595,100.0
3,1,Mario Lopez,1,2,1,False,0.2299683946281882,100.0
3,1,Emmitt Smith,2,1,2,False,0.3240277642229067,100.0
3,1,Vivica A. Fox,6,7,6,False,0.0250994795734528,100.0
3,1,Willa Ford,4,5,5,False,0.0490488967979324,100.0
3,1,Joey Lawrence,3,3,3,False,0.1227255712197678,100.0
3,1,Monique Coleman,5,4,4,False,0.0813648330507966,100.0
3,1,Shanna Moakler,9,10,8,False,0.0176172390348055,100.0
3,1,Harry Hamlin,10,9,9,False,0.0242531773955883,100.0
3,1,Jerry Springer,7,6,7,False,0.0662829479328192,100.0
3,1,Sara Evans,8,8,10,False,0.0516450581709092,100.0
3,1,Tucker Carlson,11,11,11,False,0.0079666379728349,100.0
3,2,Joey Lawrence,1,3,1,False,0.1269509470774474,100.0
3,2,Monique Coleman,3,4,4,False,0.0848024217673482,100.0
3,2,Emmitt Smith,2,1,2,False,0.3216769506288296,100.0
3,2,Vivica A. Fox,5,8,5,False,0.02615568107843,100.0
3,2,Willa Ford,6,6,6,False,0.0487822483171514,100.0
3,2,Shanna Moakler,10,10,8,False,0.0071037940345337,100.0
3,2,Harry Hamlin,8,9,10,False,0.0349105830291167,100.0
3,2,Mario Lopez,4,2,3,False,0.2223284231591771,100.0
3,2,Sara Evans,7,7,9,False,0.0568594269888259,100.0
3,2,Jerry Springer,9,5,7,False,0.0704295239191399,100.0
3,3,Monique Coleman,1,4,4,False,0.0887733180082432,100.0
3,3,Vivica A. Fox,4,7,5,False,0.0314179589402036,100.0
3,3,Sara Evans,5,5,6,False,0.0620363596531957,100.0
3,3,Harry Hamlin,8,9,9,False,0.0157933090044623,100.0
3,3,Joey Lawrence,3,3,3,False,0.1238357284606262,100.0
3,3,Mario Lopez,2,2,1,False,0.226684792144964,100.0
3,3,Willa Ford,7,8,8,False,0.0549833252803061,100.0
3,3,Jerry Springer,9,6,7,False,0.0746720764330929,100.0
3,3,Emmitt Smith,6,1,2,False,0.3218031320749038,100.0
3,4,Mario Lopez,1,2,1,False,0.2342110740978847,100.0
3,4,Willa Ford,5,5,4,False,0.056989291730552,100.0
3,4,Joey Lawrence,3,3,3,False,0.1296711428016531,100.0
3,4,Emmitt Smith,2,1,2,False,0.3260620001829857,100.0
3,4,Monique Coleman,4,4,5,False,0.0879004056504871,100.0
3,4,Vivica A. Fox,6,8,6,False,0.0156962226675667,100.0
3,4,Jerry Springer,7,6,7,False,0.0774901120735142,100.0
3,4,Sara Evans,8,7,8,False,0.0719797507953559,100.0
3,5,Emmitt Smith,1,1,1,False,0.3353349903586911,100.0
3,5,Mario Lopez,2,2,2,False,0.2375477578010893,100.0
3,5,Monique Coleman,3,4,4,False,0.0959898770824924,100.0
3,5,Willa Ford,4,6,5,False,0.0533102217854743,100.0
3,5,Joey Lawrence,5,3,3,False,0.1338149028790612,100.0
3,5,Jerry Springer,6,5,6,False,0.0891185895964317,100.0
3,5,Sara Evans,7,7,7,False,0.0548836604967608,100.0
3,6,Mario Lopez,1,1,1,True,0.0,100.0
3,6,Emmitt Smith,2,2,2,True,0.0,100.0
3,6,Joey Lawrence,3,3,3,True,0.0,100.0
3,6,Monique Coleman,4,4,4,True,0.0,100.0
3,6,Jerry Springer,5,5,5,True,0.0,100.0
3,7,Emmitt Smith,1,1,1,False,0.3763767670745061,96.34292541177143
3,7,Joey Lawrence,2,3,3,False,0.1581125367187491,96.34292541177143
3,7,Mario Lopez,3,2,2,False,0.271069894927722,96.34292541177143
3,7,Monique Coleman,4,4,4,False,0.1182576053038715,96.34292541177143
3,7,Jerry Springer,5,5,5,False,0.076183195975153,96.34292541177143
3,8,Mario Lopez,1,2,1,False,0.2970509593188961,92.84575073710576
3,8,Emmitt Smith,2,1,2,False,0.4090506512485571,92.84575073710576
3,8,Joey Lawrence,3,3,3,False,0.1862213740668491,92.84575073710576
3,8,Monique Coleman,4,4,4,False,0.1076770153656982,92.84575073710576
3,9,Emmitt Smith,1,1,1,True,0.0,100.0
3,9,Joey Lawrence,2,2,2,True,0.0,100.0
3,9,Mario Lopez,3,3,3,True,0.0,100.0
3,10,Emmitt Smith,1,1,1,True,0.5932849491448919,100.0
3,10,Mario Lopez,2,2,2,True,0.4067150508551099,100.0
4,1,Joey Fatone,1,1,1,True,0.0,100.0
4,1,Laila Ali,2,2,2,True,0.0,100.0
4,1,Apolo Anton Ohno,3,3,3,True,0.0,100.0
4,1,Ian Ziering,4,4,4,True,0.0,100.0
4,1,Paulina Porizkova,5,5,5,True,0.0,100.0
4,1,Shandi Finnessey,6,6,6,True,0.0,100.0
4,1,Heather Mills,7,7,7,True,0.0,100.0
4,1,John Ratzenberger,8,8,8,True,0.0,100.0
4,1,Clyde Drexler,9,9,9,True,0.0,100.0
4,1,Leeza Gibbons,10,10,10,True,0.0,100.0
4,1,Billy Ray Cyrus,11,11,11,True,0.0,100.0
4,2,Laila Ali,2,3,1,False,0.1597944624296414,100.0
4,2,Apolo Anton Ohno,1,1,2,False,0.254110051845923,100.0
4,2,Heather Mills,6,8,6,False,0.0275295843367277,100.0
4,2,Joey Fatone,3,2,3,False,0.1979956124549906,100.0
4,2,Ian Ziering,4,4,4,False,0.094896340478242,100.0
4,2,Billy Ray Cyrus,5,5,5,False,0.0875526159249624,100.0
4,2,John Ratzenberger,7,6,7,False,0.0588483751659507,100.0
4,2,Leeza Gibbons,8,10,8,False,0.0266492525479811,100.0
4,2,Paulina Porizkova,9,11,9,False,0.0050944714623856,100.0
4,2,Shandi Finnessey,10,9,10,False,0.0307747270289327,100.0
4,2,Clyde Drexler,11,7,11,False,0.0567545063242614,100.0
4,3,Heather Mills,4,7,6,False,0.0314750988159567,100.0
4,3,Ian Ziering,2,4,4,False,0.0982065837708448,100.0
4,3,Joey Fatone,1,2,1,False,0.2004267997295562,100.0
4,3,Leeza Gibbons,6,9,7,False,0.0285732543220422,100.0
4,3,Apolo Anton Ohno,3,1,2,False,0.2521860574928938,100.0
4,3,Billy Ray Cyrus,7,5,5,False,0.0901450422344929,100.0
4,3,Laila Ali,5,3,3,False,0.1583840551655368,100.0
4,3,Shandi Finnessey,8,10,9,False,0.0110217485994668,100.0
4,3,John Ratzenberger,9,6,8,False,0.0626555422764698,100.0
4,3,Clyde Drexler,10,8,10,False,0.0669258175927384,100.0
4,4,Joey Fatone,1,2,1,False,0.2102326201912336,100.0
4,4,Apolo Anton Ohno,2,1,2,False,0.2643399718884777,100.0
4,4,Ian Ziering,3,4,4,False,0.1034068264383445,100.0
4,4,Heather Mills,6,6,6,False,0.0322725856088847,100.0
4,4,Billy Ray Cyrus,5,5,5,False,0.0931804900832496,100.0
4,4,Laila Ali,4,3,3,False,0.1617742608990897,100.0
4,4,John Ratzenberger,7,7,7,False,0.0623082048912627,100.0
4,4,Leeza Gibbons,8,9,8,False,0.0134830952479473,100.0
4,4,Clyde Drexler,9,8,9,False,0.0590019447515111,100.0
4,5,Apolo Anton Ohno,1,1,1,False,0.2757496368751355,100.0
4,5,Laila Ali,2,3,2,False,0.1737934769153241,100.0
4,5,Joey Fatone,3,2,3,False,0.2129055066607698,100.0
4,5,Ian Ziering,4,4,4,False,0.1068709885818515,100.0
4,5,Heather Mills,7,7,5,False,0.0341955179997091,100.0
4,5,John Ratzenberger,5,6,7,False,0.0663778524995213,100.0
4,5,Billy Ray Cyrus,6,5,6,False,0.0937591166745373,100.0
4,5,Clyde Drexler,8,8,8,False,0.0363479037931517,100.0
4,6,Apolo Anton Ohno,1,1,1,False,0.2794330125663621,100.0
4,6,Laila Ali,2,3,3,False,0.1782064198093421,100.0
4,6,Joey Fatone,3,2,2,False,0.2221369327481331,100.0
4,6,Ian Ziering,4,4,4,False,0.1109135209419581,100.0
4,6,Heather Mills,6,7,5,False,0.0221699068816565,100.0
4,6,Billy Ray Cyrus,5,5,6,False,0.1032741802701422,100.0
4,6,John Ratzenberger,7,6,7,False,0.0838660267824057,100.0
4,7,Joey Fatone,1,2,1,False,0.230331278442921,100.0
4,7,Laila Ali,2,3,3,False,0.1869593046658959,100.0
4,7,Apolo Anton Ohno,3,1,2,False,0.2863615831578744,100.0
4,7,Ian Ziering,4,4,4,False,0.1192524872993011,100.0
4,7,John Ratzenberger,6,6,5,False,0.0533015261881241,100.0
4,7,Billy Ray Cyrus,5,5,6,False,0.1237938202458836,100.0
4,8,Apolo Anton Ohno,1,1,1,False,0.3152477895041465,100.0
4,8,Joey Fatone,2,2,2,False,0.2498878211315613,100.0
4,8,Laila Ali,3,3,3,False,0.2017124598293091,100.0
4,8,Ian Ziering,4,4,4,False,0.1369552627294439,100.0
4,8,Billy Ray Cyrus,5,5,5,False,0.0961966668055395,100.0
4,9,Joey Fatone,1,2,2,False,0.2819194750238835,100.0
4,9,Laila Ali,2,3,3,False,0.236852498838221,100.0
4,9,Apolo Anton Ohno,3,1,1,False,0.3482013928080942,100.0
4,9,Ian Ziering,4,4,4,False,0.1330266333298005,100.0
4,10,Apolo Anton Ohno,1,1,1,True,0.4390419973857568,100.0
4,10,Joey Fatone,2,2,2,True,0.3260203027751258,100.0
4,10,Laila Ali,3,3,3,True,0.234937699839117,100.0
5,1,Sabrina Bryan,6,7,7,False,0.0322096079682261,100.0
5,1,Helio Castroneves,1,1,1,False,0.2422267663371929,100.0
5,1,Jane Seymour,4,6,6,False,0.0566318612793753,100.0
5,1,Mel B,2,2,2,False,0.1863016523106414,100.0
5,1,Albert Reed,9,10,9,False,0.0171556209122595,100.0
5,1,Cameron Mathison,7,5,5,False,0.0701743228283744,100.0
5,1,Jennie Garth,5,4,4,False,0.1020939142005885,100.0
5,1,Marie Osmond,3,3,3,False,0.1806958907929875,100.0
5,1,Mark Cuban,8,8,8,False,0.0440636208055716,100.0
5,1,Wayne Newton,10,9,10,False,0.0362373332886392,100.0
5,1,Floyd Mayweather Jr. ,11,11,11,False,0.0258127124562613,100.0
5,1,Josie Maran,12,12,12,False,0.0063966968198815,100.0
5,2,Helio Castroneves,1,1,1,False,0.2401157046239616,100.0
5,2,Sabrina Bryan,6,7,6,False,0.0324191402521917,100.0
5,2,Marie Osmond,2,2,2,False,0.179800361405997,100.0
5,2,Mel B,3,3,3,False,0.181122538928515,100.0
5,2,Albert Reed,9,11,9,False,0.0057702995403144,100.0
5,2,Cameron Mathison,5,5,5,False,0.0700608520711421,100.0
5,2,Floyd Mayweather Jr. ,8,9,8,False,0.0305888370677395,100.0
5,2,Jane Seymour,7,6,7,False,0.0545436273393805,100.0
5,2,Jennie Garth,4,4,4,False,0.1005953935985263,100.0
5,2,Mark Cuban,11,8,10,False,0.0492775820317935,100.0
5,2,Wayne Newton,10,10,11,False,0.0557056631404383,100.0
5,3,Jane Seymour,2,5,5,False,0.0607248827504516,100.0
5,3,Mel B,1,2,1,False,0.1915557167782719,100.0
5,3,Sabrina Bryan,6,7,7,False,0.0347610787450703,100.0
5,3,Jennie Garth,5,4,4,False,0.1079488523889013,100.0
5,3,Marie Osmond,3,3,2,False,0.1868197750714454,100.0
5,3,Helio Castroneves,4,1,3,False,0.2447718886239641,100.0
5,3,Cameron Mathison,7,6,6,False,0.0736019647915946,100.0
5,3,Floyd Mayweather Jr. ,9,9,8,False,0.0329254411133813,100.0
5,3,Mark Cuban,8,8,9,False,0.0488409873857166,100.0
5,3,Wayne Newton,10,10,10,False,0.0180494123512001,100.0
5,4,Sabrina Bryan,6,7,5,False,0.0382781196742545,100.0
5,4,Cameron Mathison,3,5,6,False,0.0783719242008558,100.0
5,4,Helio Castroneves,1,1,1,False,0.2505746027851087,100.0
5,4,Jennie Garth,2,4,4,False,0.1114534743407179,100.0
5,4,Jane Seymour,7,6,7,False,0.061845407303684,100.0
5,4,Marie Osmond,5,3,3,False,0.1913155574372858,100.0
5,4,Mel B,4,2,2,False,0.1937351031007035,100.0
5,4,Floyd Mayweather Jr. ,9,9,8,False,0.017436991655921,100.0
5,4,Mark Cuban,8,8,9,False,0.0569888195014686,100.0
5,5,Mel B,1,2,1,False,0.2046560918754459,100.0
5,5,Sabrina Bryan,4,7,5,False,0.0439006298663608,100.0
5,5,Cameron Mathison,3,5,6,False,0.0842209432230665,100.0
5,5,Jane Seymour,5,6,7,False,0.0683909798676421,100.0
5,5,Jennie Garth,6,4,4,False,0.1152443474415596,100.0
5,5,Helio Castroneves,2,1,2,False,0.2566780626257636,100.0
5,5,Marie Osmond,7,3,3,False,0.1926014598279468,100.0
5,5,Mark Cuban,8,8,8,False,0.0343074852722146,100.0
5,6,Mel B,1,2,1,False,0.2117488818081682,100.0
5,6,Helio Castroneves,2,1,2,False,0.2691776406513011,100.0
5,6,Jennie Garth,3,4,4,False,0.1222118719239776,100.0
5,6,Cameron Mathison,4,5,5,False,0.0883285855271572,100.0
5,6,Sabrina Bryan,6,7,6,False,0.0253800814178025,100.0
5,6,Marie Osmond,5,3,3,False,0.2014422285210229,100.0
5,6,Jane Seymour,7,6,7,False,0.0817107101505704,100.0
5,7,Mel B,1,2,1,False,0.2189790313696318,100.0
5,7,Jennie Garth,3,4,4,False,0.1316239723783009,100.0
5,7,Helio Castroneves,2,1,2,False,0.2768161168403934,100.0
5,7,Marie Osmond,4,3,3,False,0.2134401610313752,100.0
5,7,Cameron Mathison,5,5,5,False,0.1048380119384367,100.0
5,7,Jane Seymour,6,6,6,False,0.0543027064418606,100.0
5,8,Helio Castroneves,1,1,1,False,0.3003069893046385,100.0
5,8,Mel B,2,2,2,False,0.2360592131519933,100.0
5,8,Cameron Mathison,3,5,4,False,0.0814130771979897,100.0
5,8,Jennie Garth,4,4,5,False,0.1529275677191333,100.0
5,8,Marie Osmond,5,3,3,False,0.2292931526262445,100.0
5,9,Helio Castroneves,1,1,1,False,0.3317039991170836,100.0
5,9,Mel B,2,2,2,False,0.2662296068706149,100.0
5,9,Jennie Garth,3,4,4,False,0.1386091000333585,100.0
5,9,Marie Osmond,4,3,3,False,0.2634572939789416,100.0
5,10,Mel B,1,2,2,True,0.3060402928684175,100.0
5,10,Helio Castroneves,2,1,1,True,0.4261788200952631,100.0
5,10,Marie Osmond,3,3,3,True,0.26778088703632,100.0
6,1,Kristi Yamaguchi,1,1,1,True,0.0,100.0
6,1,Mario,2,2,2,True,0.0,100.0
6,1,Priscilla Presley,3,3,3,True,0.0,100.0
6,1,Jason Taylor,4,4,4,True,0.0,100.0
6,1,Marlee Matlin,5,5,5,True,0.0,100.0
6,1,Cristian de la Fuente,6,6,6,True,0.0,100.0
6,1,Shannon Elizabeth,7,7,7,True,0.0,100.0
6,1,Marissa Jaret Winokur,8,8,8,True,0.0,100.0
6,1,Steve Guttenberg,9,9,9,True,0.0,100.0
6,1,Penn Jillette,10,10,10,True,0.0,100.0
6,1,Adam Carolla,11,11,11,True,0.0,100.0
6,1,Monica Seles,12,12,12,True,0.0,100.0
6,2,Jason Taylor,2,2,2,False,0.2084471829045584,100.0
6,2,Kristi Yamaguchi,1,1,1,False,0.2558358171408404,100.0
6,2,Mario,3,5,5,False,0.0703511441272681,100.0
6,2,Marlee Matlin,6,7,7,False,0.0432445702615916,100.0
6,2,Shannon Elizabeth,4,6,6,False,0.0492347446392684,100.0
6,2,Marissa Jaret Winokur,5,4,4,False,0.1101544352181828,100.0
6,2,Priscilla Presley,8,8,8,False,0.024490987518031,100.0
6,2,Cristian de la Fuente,7,3,3,False,0.1723734881551271,100.0
6,2,Adam Carolla,9,9,9,False,0.0221982830109352,100.0
6,2,Penn Jillette,10,10,10,False,0.0178659075951125,100.0
6,2,Steve Guttenberg,11,11,11,False,0.0186546588979329,100.0
6,2,Monica Seles,12,12,12,False,0.0071487805311496,100.0
6,3,Kristi Yamaguchi,1,1,1,False,0.2579739134841112,100.0
6,3,Priscilla Presley,5,7,5,False,0.0316497798284342,100.0
6,3,Cristian de la Fuente,2,3,2,False,0.1795814624639581,100.0
6,3,Shannon Elizabeth,4,6,6,False,0.051906954483025,100.0
6,3,Jason Taylor,3,2,3,False,0.2094492966281778,100.0
6,3,Adam Carolla,8,9,9,False,0.032924882933239,100.0
6,3,Mario,6,5,7,False,0.0696571019143774,100.0
6,3,Marlee Matlin,7,8,8,False,0.0464072352000179,100.0
6,3,Steve Guttenberg,10,10,10,False,0.0091227054739255,100.0
6,3,Marissa Jaret Winokur,9,4,4,False,0.1113266675907336,100.0
6,4,Jason Taylor,2,2,2,False,0.2157940296358214,100.0
6,4,Kristi Yamaguchi,1,1,1,False,0.2639144366459078,100.0
6,4,Shannon Elizabeth,4,5,5,False,0.0559427559744544,100.0
6,4,Cristian de la Fuente,3,3,3,False,0.182008279186453,100.0
6,4,Mario,6,6,6,False,0.0725340164322817,100.0
6,4,Marissa Jaret Winokur,5,4,4,False,0.1166687900337464,100.0
6,4,Marlee Matlin,7,7,7,False,0.046962193014555,100.0
6,4,Priscilla Presley,8,8,8,False,0.0312903223367897,100.0
6,4,Adam Carolla,9,9,9,False,0.014885176739992,100.0
6,5,Kristi Yamaguchi,1,1,1,False,0.2687717984361782,100.0
6,5,Jason Taylor,2,2,2,False,0.2194519613839695,100.0
6,5,Mario,3,5,5,False,0.0788598571791195,100.0
6,5,Marissa Jaret Winokur,4,4,4,False,0.1198209618052031,100.0
6,5,Cristian de la Fuente,5,3,3,False,0.1836920678946229,100.0
6,5,Shannon Elizabeth,6,6,6,False,0.0571846012713981,100.0
6,5,Marlee Matlin,7,7,7,False,0.0534776949864686,100.0
6,5,Priscilla Presley,8,8,8,False,0.0187410570430391,100.0
6,6,Kristi Yamaguchi,1,1,1,False,0.2756760343131328,100.0
6,6,Mario,3,5,5,False,0.0835789384785948,100.0
6,6,Cristian de la Fuente,2,3,2,False,0.1923634279020013,100.0
6,6,Marissa Jaret Winokur,5,4,4,False,0.126630243097112,100.0
6,6,Jason Taylor,4,2,3,False,0.2204828689750504,100.0
6,6,Shannon Elizabeth,6,6,6,False,0.0649536467737973,100.0
6,6,Marlee Matlin,7,7,7,False,0.0363148404603089,100.0
6,7,Jason Taylor,1,2,1,False,0.2344749999542101,100.0
6,7,Kristi Yamaguchi,2,1,2,False,0.284179034424677,100.0
6,7,Marissa Jaret Winokur,3,4,4,False,0.1375615425124236,100.0
6,7,Mario,4,5,5,False,0.0993744801940038,100.0
6,7,Shannon Elizabeth,6,6,6,False,0.0476218488753314,100.0
6,7,Cristian de la Fuente,5,3,3,False,0.1967880940393547,100.0
6,8,Cristian de la Fuente,2,3,3,False,0.2169380129404795,100.0
6,8,Kristi Yamaguchi,1,1,1,False,0.2994546405571133,100.0
6,8,Mario,4,5,4,False,0.0784426785375541,100.0
6,8,Jason Taylor,3,2,2,False,0.2472135044820616,100.0
6,8,Marissa Jaret Winokur,5,4,5,False,0.1579511634827908,100.0
6,9,Kristi Yamaguchi,1,1,1,False,0.3327324546446877,100.0
6,9,Cristian de la Fuente,2,3,3,False,0.2461507169363777,100.0
6,9,Jason Taylor,3,2,2,False,0.2777231095157414,100.0
6,9,Marissa Jaret Winokur,4,4,4,False,0.1433937189031894,100.0
6,10,Kristi Yamaguchi,1,1,1,True,0.4273740281642881,100.0
6,10,Jason Taylor,2,2,2,True,0.3221442402669346,100.0
6,10,Cristian de la Fuente,3,3,3,True,0.250481731568775,100.0
7,1,Brooke Burke,1,1,1,False,0.2513226892166085,100.0
7,1,Toni Braxton,6,7,6,False,0.0229702974526797,100.0
7,1,Lance Bass,3,3,3,False,0.1587142005984813,100.0
7,1,Warren Sapp,2,2,2,False,0.2099363577310504,100.0
7,1,Misty May-Treanor,7,8,7,False,0.0261824361896634,100.0
7,1,Cody Linley,4,4,4,False,0.1108270875226535,100.0
7,1,Maurice Greene,5,5,5,False,0.0649526371003244,100.0
7,1,Kim Kardashian,11,12,10,False,0.0155096282909389,100.0
7,1,Susan Lucci,8,6,8,False,0.0400883160708572,100.0
7,1,Ted McGinley,9,10,9,False,0.0238495013342144,100.0
7,1,Rocco DiSpirito,12,11,12,False,0.023337339023796,100.0
7,1,Cloris Leachman,10,9,11,False,0.0453978201305784,100.0
7,1,Jeffrey Ross,13,13,13,False,0.0069116893381522,100.0
7,2,Brooke Burke,1,1,1,False,0.2541709837533952,100.0
7,2,Warren Sapp,2,2,2,False,0.2146900696148667,100.0
7,2,Toni Braxton,6,7,6,False,0.0261769932600939,100.0
7,2,Cody Linley,3,4,4,False,0.1133943567120771,100.0
7,2,Misty May-Treanor,7,8,8,False,0.0276392394356033,100.0
7,2,Susan Lucci,5,6,7,False,0.0447903929895354,100.0
7,2,Lance Bass,4,3,3,False,0.1594882752160954,100.0
7,2,Maurice Greene,8,5,5,False,0.0669289385898654,100.0
7,2,Kim Kardashian,11,11,9,False,0.0074749518319759,100.0
7,2,Rocco DiSpirito,10,10,10,False,0.0332632784986043,100.0
7,2,Cloris Leachman,9,9,11,False,0.0519825200978849,100.0
7,3,Brooke Burke,1,1,1,True,0.0,100.0
7,3,Warren Sapp,2,2,2,True,0.0,100.0
7,3,Maurice Greene,3,3,3,True,0.0,100.0
7,3,Lance Bass,4,4,4,True,0.0,100.0
7,3,Toni Braxton,5,5,5,True,0.0,100.0
7,3,Cody Linley,6,6,6,True,0.0,100.0
7,3,Susan Lucci,7,7,7,True,0.0,100.0
7,3,Rocco DiSpirito,8,8,8,True,0.0,100.0
7,3,Cloris Leachman,9,9,9,True,0.0,100.0
7,4,Brooke Burke,1,1,1,False,0.2641566312437891,100.0
7,4,Lance Bass,2,3,2,False,0.171287097961707,100.0
7,4,Susan Lucci,5,6,5,False,0.0503646579770641,100.0
7,4,Cody Linley,4,4,4,False,0.1204870564490936,100.0
7,4,Cloris Leachman,6,7,6,False,0.0557088734886965,100.0
7,4,Toni Braxton,7,8,7,False,0.0295407906868444,100.0
7,4,Warren Sapp,3,2,3,False,0.2200563924849372,100.0
7,4,Maurice Greene,8,5,8,False,0.0717844938036895,100.0
7,4,Rocco DiSpirito,9,9,9,False,0.0166140059041755,100.0
7,5,Brooke Burke,1,1,1,False,0.2697411502306358,100.0
7,5,Cody Linley,2,4,4,False,0.1255432677169851,100.0
7,5,Maurice Greene,4,5,5,False,0.0783898034441339,100.0
7,5,Warren Sapp,3,2,2,False,0.2258164609733367,100.0
7,5,Susan Lucci,6,7,6,False,0.0554702241042419,100.0
7,5,Toni Braxton,7,8,7,False,0.0159079506597343,100.0
7,5,Cloris Leachman,8,6,8,False,0.0621416737095341,100.0
7,5,Lance Bass,5,3,3,False,0.1669894691613984,100.0
